"OutcomeType","gender","hasName","ageWeeks","isDog","isMix","month","weekday","hourOfDay","isFixed","newBreed","newColor"
"Adoption","Female","0",8,"0","1",7,"Sunday",19,"1","Domestic Longhair Mix","Brown Tabby/White"
"Return_to_owner","Female","1",364,"1","1",3,"Tuesday",18,"1","Rottweiler Mix","Black/Tan"
"Transfer","Female","1",16,"1","0",11,"Saturday",14,"0","Other","Brown/Black"
"Transfer","Unknown","0",2,"0","1",8,"Thursday",14,"0","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Male","1",8,"1","1",4,"Thursday",17,"1","Chihuahua Shorthair Mix","Black/Tan"
"Adoption","Female","0",12,"1","0",5,"Tuesday",17,"1","Other","Black/White"
"Adoption","Female","1",52,"1","1",2,"Thursday",16,"1","Boxer Mix","Brown/White"
"Transfer","Male","1",364,"0","1",10,"Wednesday",14,"1","Domestic Medium Hair Mix","Orange Tabby/White"
"Transfer","Female","0",4,"0","1",6,"Thursday",15,"0","Domestic Shorthair Mix","Blue Tabby"
"Adoption","Female","0",4,"1","1",2,"Saturday",18,"1","Labrador Retriever Mix","Red/White"
"Transfer","Unknown","0",2,"0","1",4,"Saturday",13,"0","Domestic Shorthair Mix","Black/White"
"Transfer","Female","1",8,"1","1",6,"Friday",16,"0","Labrador Retriever Mix","Other"
"Euthanasia","Male","0",4,"0","1",6,"Friday",15,"0","Domestic Shorthair Mix","Black"
"Adoption","Male","1",520,"0","1",11,"Sunday",17,"1","Domestic Shorthair Mix","Orange Tabby"
"Adoption","Female","1",8,"0","1",11,"Sunday",17,"1","Domestic Shorthair Mix","Black/White"
"Adoption","Male","0",20,"0","1",8,"Friday",16,"1","Siamese Mix","Other"
"Return_to_owner","Male","1",104,"1","1",10,"Monday",14,"1","Other","Black/Brown"
"Return_to_owner","Female","1",104,"1","1",4,"Tuesday",18,"1","Chihuahua Shorthair Mix","Other"
"Return_to_owner","Male","1",416,"1","1",2,"Monday",16,"1","Rat Terrier Mix","Tricolor"
"Transfer","Female","0",364,"0","1",10,"Monday",13,"0","Domestic Shorthair Mix","Other"
"Transfer","Unknown","0",52,"0","1",8,"Sunday",9,"0","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Male","0",104,"1","0",7,"Sunday",13,"1","Other","Black/White"
"Transfer","Male","0",3,"0","1",5,"Thursday",14,"0","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Male","0",3,"0","1",7,"Tuesday",18,"0","Domestic Shorthair Mix","Black"
"Adoption","Female","1",12,"0","1",11,"Wednesday",18,"1","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Female","1",52,"1","1",10,"Monday",17,"1","Australian Shepherd Mix","Other"
"Transfer","Unknown","0",2,"0","1",8,"Wednesday",18,"0","Domestic Shorthair Mix","Orange Tabby"
"Adoption","Male","0",8,"1","0",7,"Saturday",17,"1","Other","Black/White"
"Adoption","Male","0",8,"0","1",7,"Friday",13,"1","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Male","0",8,"1","1",8,"Tuesday",14,"0","Miniature Schnauzer Mix","Black/White"
"Adoption","Male","1",8,"0","1",4,"Saturday",17,"0","Domestic Shorthair Mix","Brown Tabby"
"Return_to_owner","Female","1",156,"1","1",6,"Wednesday",17,"1","German Shepherd Mix","Black/Brown"
"Transfer","Female","0",16,"0","1",6,"Tuesday",19,"0","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Female","1",52,"1","0",4,"Tuesday",13,"1","Other","Other"
"Adoption","Male","1",8,"1","1",2,"Friday",18,"1","Chihuahua Shorthair Mix","Brown Brindle/White"
"Adoption","Female","1",312,"1","1",5,"Monday",15,"1","German Shepherd Mix","Other"
"Return_to_owner","Male","1",52,"1","1",4,"Sunday",11,"1","Pit Bull Mix","Blue/White"
"Return_to_owner","Male","1",364,"1","0",6,"Thursday",17,"1","Other","Red"
"Adoption","Female","1",16,"0","1",8,"Saturday",7,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Male","1",4,"0","1",5,"Wednesday",18,"1","Other","Other"
"Adoption","Female","1",364,"0","1",12,"Tuesday",18,"1","Domestic Medium Hair Mix","Calico"
"Transfer","Male","0",2,"0","1",8,"Monday",18,"0","Domestic Shorthair Mix","Black"
"Transfer","Female","0",20,"0","1",1,"Monday",16,"0","Domestic Shorthair Mix","Calico"
"Transfer","Male","1",104,"1","1",6,"Monday",14,"1","Pit Bull Mix","Tan/White"
"Adoption","Male","1",104,"1","1",10,"Tuesday",12,"1","Chihuahua Shorthair Mix","Tan"
"Return_to_owner","Male","1",780,"1","1",12,"Saturday",14,"1","Beagle Mix","Tricolor"
"Adoption","Female","0",4,"1","1",8,"Friday",17,"1","Labrador Retriever Mix","Black/White"
"Adoption","Male","1",520,"0","1",7,"Tuesday",11,"1","Domestic Longhair Mix","Blue/White"
"Adoption","Female","1",4,"1","0",4,"Saturday",17,"1","Other","Other"
"Euthanasia","Male","1",208,"1","0",12,"Thursday",9,"1","Other","Other"
"Adoption","Male","1",8,"0","1",10,"Saturday",19,"1","Domestic Shorthair Mix","Blue Tabby/White"
"Return_to_owner","Male","1",52,"1","1",1,"Thursday",16,"0","Yorkshire Terrier Mix","Tricolor"
"Adoption","Female","1",16,"0","1",1,"Saturday",14,"0","Domestic Shorthair Mix","Tortie"
"Adoption","Male","0",8,"1","1",3,"Wednesday",18,"1","Other","Red/White"
"Euthanasia","Male","1",260,"1","0",2,"Tuesday",12,"1","Other","White"
"Adoption","Male","1",8,"0","1",7,"Monday",15,"1","Domestic Shorthair Mix","Other"
"Return_to_owner","Male","1",208,"0","0",1,"Saturday",11,"1","Domestic Shorthair","Other"
"Return_to_owner","Male","1",624,"1","1",8,"Tuesday",19,"1","Dachshund Mix","Brown"
"Adoption","Female","1",8,"0","1",8,"Sunday",17,"1","Domestic Shorthair Mix","Black/White"
"Return_to_owner","Female","1",312,"1","0",9,"Saturday",15,"1","Other","White"
"Transfer","Male","1",104,"1","0",2,"Monday",12,"0","Other","Black/Brown"
"Adoption","Male","0",8,"0","1",7,"Sunday",15,"1","Domestic Shorthair Mix","Blue Tabby"
"Adoption","Female","0",104,"1","0",4,"Thursday",18,"1","Other","Tan"
"Adoption","Female","1",52,"1","1",3,"Tuesday",14,"1","Pit Bull Mix","Brown"
"Transfer","Female","1",52,"0","1",7,"Tuesday",14,"0","Domestic Shorthair Mix","Orange Tabby"
"Adoption","Female","1",104,"0","0",8,"Monday",17,"1","Domestic Shorthair","Blue"
"Adoption","Female","1",8,"0","1",10,"Monday",18,"1","Domestic Longhair Mix","Brown Tabby/White"
"Transfer","Male","1",3,"0","0",5,"Sunday",15,"0","Other","Other"
"Adoption","Female","0",24,"0","1",1,"Saturday",17,"1","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Male","0",52,"0","1",8,"Saturday",9,"0","Domestic Shorthair Mix","Orange Tabby/White"
"Euthanasia","Female","1",52,"1","1",1,"Friday",15,"1","Pit Bull Mix","Black/White"
"Transfer","Female","0",3,"0","1",6,"Friday",14,"0","Domestic Shorthair Mix","Orange Tabby"
"Adoption","Female","1",32,"1","0",1,"Sunday",17,"1","Other","Other"
"Transfer","Male","0",12,"1","1",6,"Wednesday",13,"0","Jack Russell Terrier Mix","Brown/White"
"Transfer","Male","1",4,"1","1",8,"Tuesday",17,"0","Other","Blue/White"
"Return_to_owner","Female","1",260,"1","1",7,"Friday",13,"1","Labrador Retriever Mix","Black/White"
"Adoption","Female","1",8,"0","1",7,"Wednesday",16,"0","Domestic Shorthair Mix","Blue Tabby"
"Adoption","Male","1",312,"1","1",1,"Sunday",18,"1","Other","Other"
"Transfer","Female","1",104,"0","1",9,"Tuesday",17,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Transfer","Female","0",52,"0","1",7,"Wednesday",9,"0","Domestic Shorthair Mix","Calico"
"Adoption","Male","1",208,"1","1",11,"Saturday",19,"1","Catahoula Mix","White/Tan"
"Return_to_owner","Female","1",572,"1","0",4,"Sunday",14,"1","Other","White/Brown"
"Adoption","Female","1",12,"0","1",12,"Thursday",17,"1","Domestic Shorthair Mix","Black"
"Return_to_owner","Male","1",312,"1","0",12,"Sunday",14,"1","Other","Black/White"
"Adoption","Female","0",8,"0","1",11,"Wednesday",14,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Male","1",8,"0","1",10,"Monday",14,"1","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Female","1",156,"0","1",6,"Saturday",9,"1","Domestic Shorthair Mix","Black"
"Return_to_owner","Male","1",156,"1","1",4,"Monday",17,"1","Miniature Schnauzer Mix","Other"
"Transfer","Female","0",12,"1","0",6,"Saturday",16,"0","Other","Black/White"
"Transfer","Female","0",208,"1","1",2,"Monday",14,"1","Chihuahua Shorthair Mix","Black/White"
"Adoption","Male","1",52,"1","1",3,"Tuesday",7,"1","Jack Russell Terrier Mix","White/Black"
"Adoption","Female","1",20,"1","1",7,"Friday",18,"1","Pit Bull Mix","Other"
"Transfer","Unknown","0",3,"0","1",5,"Tuesday",13,"0","Domestic Shorthair Mix","Black/White"
"Adoption","Male","1",104,"1","1",5,"Wednesday",17,"1","Pit Bull Mix","Black/White"
"Return_to_owner","Male","1",52,"1","0",8,"Thursday",19,"1","Other","Black/Brown"
"Adoption","Female","1",104,"1","1",8,"Monday",18,"0","Other","Black/White"
"Adoption","Male","1",8,"1","1",2,"Saturday",17,"1","Rottweiler Mix","Black/Tan"
"Adoption","Male","1",52,"1","1",2,"Monday",17,"1","Labrador Retriever Mix","Brown"
"Adoption","Male","1",208,"1","1",11,"Friday",15,"1","Australian Cattle Dog Mix","Black/White"
"Adoption","Male","1",40,"1","1",3,"Tuesday",13,"1","Rottweiler Mix","Black/Tan"
"Transfer","Female","0",0.57,"0","1",5,"Thursday",17,"0","Domestic Shorthair Mix","Calico"
"Adoption","Male","1",4,"1","1",7,"Wednesday",11,"0","Australian Shepherd Mix","Tricolor"
"Transfer","Male","1",208,"1","1",3,"Wednesday",16,"1","Chihuahua Shorthair Mix","Tricolor"
"Euthanasia","Male","1",208,"1","1",1,"Tuesday",14,"1","German Shepherd Mix","Tricolor"
"Return_to_owner","Male","1",676,"1","1",5,"Monday",11,"1","Boxer Mix","Brown Brindle"
"Transfer","Male","1",260,"1","0",5,"Tuesday",14,"1","Other","Tan/White"
"Adoption","Male","1",728,"0","1",2,"Saturday",18,"1","Domestic Shorthair Mix","Orange Tabby"
"Transfer","Female","1",20,"1","1",6,"Monday",11,"0","German Shepherd Mix","Brown/Black"
"Adoption","Female","1",104,"1","0",8,"Sunday",17,"1","Other","Tricolor"
"Adoption","Male","1",8,"1","0",6,"Sunday",17,"1","Other","Other"
"Return_to_owner","Female","1",52,"1","1",12,"Wednesday",16,"1","Rottweiler Mix","Black/Tan"
"Transfer","Male","1",32,"1","1",11,"Tuesday",13,"1","Australian Cattle Dog Mix","Other"
"Adoption","Male","1",20,"0","1",1,"Sunday",17,"1","Domestic Shorthair Mix","Black/White"
"Adoption","Male","1",16,"1","1",8,"Wednesday",14,"1","Rat Terrier Mix","Tricolor"
"Transfer","Unknown","0",4,"0","1",6,"Sunday",16,"0","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Male","1",416,"0","1",11,"Sunday",13,"1","Domestic Medium Hair Mix","Brown Tabby/White"
"Return_to_owner","Female","1",16,"1","1",8,"Saturday",11,"0","German Shepherd Mix","White"
"Return_to_owner","Male","1",156,"1","1",11,"Wednesday",13,"1","Dachshund Mix","Black/White"
"Adoption","Female","1",16,"0","1",9,"Friday",12,"1","Domestic Shorthair Mix","Black/White"
"Adoption","Male","1",104,"1","0",9,"Friday",13,"1","Other","Tricolor"
"Transfer","Male","0",3,"0","0",5,"Sunday",15,"0","Other","Other"
"Adoption","Male","1",8,"1","0",2,"Sunday",10,"1","Other","Other"
"Adoption","Female","1",32,"1","1",7,"Wednesday",18,"1","Border Collie Mix","Black/White"
"Adoption","Female","0",36,"1","1",11,"Tuesday",13,"1","Other","Blue"
"Adoption","Female","1",52,"0","1",11,"Friday",17,"1","Domestic Shorthair Mix","Tortie"
"Adoption","Male","1",40,"0","0",2,"Sunday",12,"1","Domestic Shorthair","Brown Tabby"
"Adoption","Male","1",8,"0","1",7,"Friday",16,"1","Domestic Medium Hair Mix","Blue"
"Adoption","Male","1",4,"1","0",10,"Saturday",18,"1","Other","Black/White"
"Transfer","Male","0",4,"1","1",9,"Saturday",14,"0","Pit Bull Mix","Black"
"Adoption","Female","1",8,"0","1",12,"Sunday",9,"1","Domestic Shorthair Mix","Black/White"
"Adoption","Female","1",156,"1","1",11,"Saturday",13,"1","Other","White/Black"
"Transfer","Male","1",416,"0","1",5,"Tuesday",17,"1","Domestic Medium Hair Mix","Black/White"
"Transfer","Male","0",52,"0","1",10,"Friday",9,"0","Domestic Shorthair Mix","Orange Tabby"
"Transfer","Unknown","0",2,"0","1",6,"Saturday",16,"0","Domestic Shorthair Mix","Black"
"Adoption","Female","1",4,"0","1",10,"Wednesday",18,"0","Domestic Shorthair Mix","Torbie"
"Return_to_owner","Female","1",208,"1","0",12,"Sunday",14,"1","Other","Brown"
"Adoption","Male","1",676,"0","1",11,"Friday",14,"1","Siamese Mix","Other"
"Transfer","Female","0",4,"1","1",11,"Wednesday",16,"0","Pit Bull Mix","Brown Brindle"
"Adoption","Male","1",4,"1","1",8,"Saturday",17,"1","Chihuahua Shorthair Mix","Black/White"
"Adoption","Female","1",12,"0","1",12,"Saturday",11,"1","Domestic Shorthair Mix","Torbie"
"Return_to_owner","Male","1",104,"1","1",1,"Wednesday",17,"1","Chihuahua Shorthair Mix","Tricolor"
"Transfer","Male","0",52,"1","1",12,"Thursday",17,"1","Pit Bull Mix","Black/White"
"Adoption","Male","1",4,"0","1",6,"Sunday",13,"1","Domestic Shorthair Mix","Other"
"Transfer","Female","1",4,"0","1",7,"Sunday",14,"0","Domestic Shorthair Mix","Black"
"Return_to_owner","Male","0",8,"1","1",8,"Friday",17,"1","Australian Shepherd Mix","Tricolor"
"Return_to_owner","Female","1",156,"1","1",6,"Saturday",18,"1","Other","Red"
"Adoption","Female","1",16,"0","1",11,"Sunday",16,"1","Domestic Shorthair Mix","Other"
"Adoption","Male","1",260,"1","1",5,"Saturday",11,"1","Other","Black/Tan"
"Adoption","Female","1",156,"0","1",4,"Sunday",13,"1","Other","Blue"
"Return_to_owner","Female","1",208,"0","1",1,"Friday",14,"1","Domestic Longhair Mix","Tortie"
"Adoption","Female","1",52,"1","1",11,"Saturday",18,"1","German Shepherd Mix","Red/White"
"Return_to_owner","Male","0",2,"0","1",7,"Wednesday",16,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Female","1",8,"0","1",10,"Saturday",17,"1","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Female","0",4,"0","0",6,"Wednesday",12,"0","Domestic Shorthair","Black/White"
"Return_to_owner","Female","1",468,"1","0",12,"Friday",17,"1","Other","Red/White"
"Euthanasia","Female","1",52,"0","1",9,"Sunday",18,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Adoption","Female","1",8,"0","1",12,"Wednesday",15,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Adoption","Female","1",8,"1","0",10,"Sunday",18,"1","Other","White/Tan"
"Euthanasia","Unknown","0",260,"0","1",4,"Friday",13,"0","Domestic Shorthair Mix","Blue Tabby/White"
"Adoption","Male","1",104,"0","1",3,"Sunday",19,"1","Siamese Mix","Other"
"Adoption","Male","1",312,"1","0",11,"Saturday",13,"1","Other","Black"
"Transfer","Female","1",12,"1","1",2,"Tuesday",14,"0","Other","Brown Brindle/White"
"Transfer","Female","0",104,"0","1",1,"Wednesday",13,"0","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Female","0",12,"0","1",6,"Tuesday",9,"0","Domestic Shorthair Mix","Calico"
"Adoption","Male","0",16,"1","0",3,"Sunday",19,"1","Other","Red/White"
"Adoption","Female","1",8,"0","1",6,"Sunday",19,"1","Domestic Shorthair Mix","Black"
"Transfer","Male","1",260,"0","1",2,"Sunday",0,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Male","0",12,"0","1",7,"Wednesday",18,"1","Domestic Shorthair Mix","Orange Tabby"
"Return_to_owner","Male","1",208,"1","0",1,"Wednesday",16,"1","Other","Brown"
"Adoption","Male","1",52,"1","1",10,"Thursday",15,"1","Pit Bull Mix","White/Tan"
"Return_to_owner","Female","1",156,"1","0",1,"Friday",16,"1","Other","Other"
"Transfer","Female","1",52,"1","1",5,"Wednesday",15,"1","Other","Other"
"Adoption","Female","1",8,"1","1",3,"Sunday",17,"1","Boxer Mix","Tricolor"
"Euthanasia","Female","1",208,"1","1",3,"Tuesday",11,"1","Pit Bull Mix","Brown Brindle/White"
"Return_to_owner","Female","1",208,"1","0",4,"Friday",11,"1","Other","White"
"Return_to_owner","Male","1",260,"0","1",10,"Friday",18,"1","Domestic Shorthair Mix","Black"
"Transfer","Male","1",52,"1","0",11,"Tuesday",12,"1","Chihuahua Shorthair/Dachshund","Black/Tan"
"Adoption","Male","1",52,"1","1",2,"Monday",17,"1","Pit Bull Mix","White/Black"
"Adoption","Male","1",52,"1","1",1,"Sunday",17,"1","Other","White"
"Adoption","Male","1",416,"0","1",11,"Saturday",13,"1","Domestic Shorthair Mix","Black"
"Adoption","Female","1",52,"1","0",7,"Tuesday",17,"1","Other","White/Brown"
"Adoption","Male","1",104,"1","1",9,"Sunday",15,"1","Other","Chocolate/White"
"Adoption","Male","1",52,"1","1",1,"Saturday",15,"1","Australian Cattle Dog Mix","Black/White"
"Transfer","Male","1",52,"1","0",3,"Monday",15,"1","Other","Tan"
"Transfer","Female","0",52,"0","1",4,"Friday",14,"0","Domestic Shorthair Mix","Blue Tabby"
"Adoption","Female","1",8,"0","1",12,"Sunday",13,"0","Domestic Shorthair Mix","Other"
"Return_to_owner","Female","1",260,"0","1",10,"Saturday",15,"1","Domestic Shorthair Mix","Blue/White"
"Transfer","Male","0",0.43,"0","1",5,"Sunday",13,"0","Domestic Shorthair Mix","Blue Tabby"
"Adoption","Male","1",8,"1","1",2,"Saturday",17,"1","Other","Other"
"Transfer","Female","0",104,"0","1",1,"Sunday",18,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Euthanasia","Female","1",104,"1","1",1,"Thursday",16,"1","Pit Bull Mix","Tan"
"Return_to_owner","Male","1",104,"1","1",11,"Thursday",12,"1","Australian Shepherd Mix","Brown/Black"
"Adoption","Female","1",52,"0","1",7,"Sunday",17,"1","Siamese Mix","Other"
"Adoption","Male","1",8,"0","1",8,"Saturday",17,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Transfer","Male","0",104,"1","1",1,"Wednesday",17,"1","Other","Tricolor"
"Adoption","Male","1",104,"1","1",8,"Saturday",13,"1","Miniature Poodle Mix","Black"
"Euthanasia","Female","0",416,"0","1",11,"Sunday",15,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Return_to_owner","Male","1",104,"0","1",8,"Friday",12,"1","Domestic Shorthair Mix","Blue"
"Adoption","Male","1",208,"1","0",12,"Saturday",16,"1","Other","Other"
"Adoption","Male","1",4,"0","1",2,"Monday",11,"1","Domestic Medium Hair Mix","Black"
"Transfer","Male","0",4,"1","1",5,"Friday",16,"0","Pit Bull Mix","Brown/White"
"Transfer","Male","0",104,"0","1",5,"Monday",11,"0","Domestic Shorthair Mix","Orange Tabby"
"Adoption","Female","1",12,"0","1",8,"Thursday",19,"1","Domestic Shorthair Mix","Blue Tabby"
"Transfer","Female","0",52,"0","1",9,"Saturday",9,"0","Domestic Shorthair Mix","Tortie"
"Transfer","Female","0",40,"0","1",11,"Tuesday",18,"0","Domestic Longhair Mix","Tortie"
"Adoption","Female","1",32,"1","0",7,"Thursday",17,"1","Other","Other"
"Transfer","Female","1",312,"1","1",11,"Monday",0,"0","Labrador Retriever Mix","Black"
"Adoption","Male","1",104,"0","1",10,"Thursday",15,"1","Domestic Shorthair Mix","Orange Tabby"
"Adoption","Male","1",52,"1","1",9,"Sunday",18,"1","Jack Russell Terrier Mix","White/Tan"
"Transfer","Male","1",156,"1","1",2,"Tuesday",0,"1","Border Collie Mix","Brown Brindle/White"
"Adoption","Female","1",364,"1","1",1,"Saturday",16,"1","Chihuahua Shorthair Mix","Tan"
"Return_to_owner","Male","1",52,"1","1",7,"Sunday",18,"1","Other","Red"
"Adoption","Male","1",156,"1","0",7,"Wednesday",15,"1","Other","Other"
"Return_to_owner","Female","1",104,"1","1",11,"Tuesday",11,"1","Pit Bull Mix","Black/White"
"Adoption","Female","1",156,"1","1",3,"Sunday",16,"1","Pit Bull Mix","White/Tan"
"Return_to_owner","Female","1",104,"1","1",6,"Tuesday",17,"0","Shih Tzu Mix","Other"
"Adoption","Female","1",52,"1","1",1,"Friday",12,"1","Chihuahua Shorthair Mix","White/Brown"
"Transfer","Male","1",104,"0","1",12,"Thursday",13,"0","Domestic Shorthair Mix","Orange Tabby"
"Return_to_owner","Female","1",156,"1","0",8,"Sunday",17,"1","Other","Brown/White"
"Return_to_owner","Female","1",312,"1","1",11,"Tuesday",16,"1","Border Collie Mix","Black/White"
"Adoption","Female","1",32,"1","0",1,"Monday",15,"1","Other","White"
"Adoption","Female","1",8,"0","1",5,"Tuesday",17,"1","Domestic Shorthair Mix","Blue/White"
"Adoption","Male","1",156,"1","1",10,"Monday",12,"1","Pit Bull Mix","Tan/White"
"Adoption","Male","1",8,"1","1",12,"Friday",18,"1","Labrador Retriever Mix","Other"
"Adoption","Male","1",16,"1","1",2,"Monday",18,"1","Miniature Schnauzer Mix","Other"
"Adoption","Male","1",8,"0","1",6,"Thursday",10,"1","Domestic Shorthair Mix","Other"
"Return_to_owner","Female","1",208,"0","1",3,"Sunday",11,"1","Domestic Shorthair Mix","Other"
"Transfer","Male","0",104,"0","1",1,"Monday",17,"1","Domestic Shorthair Mix","Black/White"
"Transfer","Male","1",8,"1","1",9,"Saturday",13,"1","Dachshund Mix","Other"
"Adoption","Female","0",12,"0","1",7,"Saturday",17,"1","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Unknown","0",20,"0","1",9,"Sunday",9,"0","Domestic Shorthair Mix","Black"
"Adoption","Male","1",12,"0","1",8,"Monday",14,"1","Domestic Shorthair Mix","Brown Tabby"
"Return_to_owner","Male","1",8,"0","1",2,"Sunday",17,"1","Domestic Medium Hair Mix","Orange Tabby/White"
"Died","Male","1",156,"0","1",10,"Saturday",9,"1","Domestic Longhair Mix","Brown Tabby/White"
"Adoption","Female","1",20,"1","1",8,"Tuesday",18,"1","German Shepherd Mix","Brown/Black"
"Transfer","Female","0",2,"0","1",3,"Sunday",14,"0","Siamese Mix","Other"
"Return_to_owner","Male","1",52,"1","1",10,"Saturday",17,"0","German Shepherd Mix","Other"
"Euthanasia","Male","0",16,"0","1",8,"Monday",9,"0","Domestic Shorthair Mix","Black"
"Adoption","Male","0",416,"1","1",9,"Wednesday",17,"1","Miniature Schnauzer Mix","Black/White"
"Adoption","Female","0",8,"0","1",12,"Friday",18,"1","Domestic Shorthair Mix","Blue/White"
"Adoption","Female","1",260,"1","1",3,"Sunday",16,"1","Other","Brown/White"
"Adoption","Male","1",4,"1","1",7,"Tuesday",19,"1","Pit Bull Mix","Blue/White"
"Adoption","Male","1",104,"1","0",5,"Thursday",15,"1","Other","Black/White"
"Adoption","Female","0",32,"1","0",1,"Thursday",14,"1","Other","White/Tan"
"Return_to_owner","Male","1",416,"1","1",7,"Monday",17,"1","Rat Terrier Mix","Tricolor"
"Adoption","Female","1",156,"1","1",8,"Monday",13,"1","Other","Tan"
"Adoption","Male","1",104,"1","1",12,"Sunday",17,"1","Other","Brown/White"
"Transfer","Unknown","0",0.43,"0","1",4,"Monday",18,"0","Domestic Shorthair Mix","Black/White"
"Adoption","Female","1",32,"0","1",5,"Sunday",18,"1","Siamese Mix","Other"
"Adoption","Female","1",44,"1","1",11,"Sunday",11,"1","Labrador Retriever Mix","Red"
"Return_to_owner","Male","1",416,"1","1",12,"Wednesday",11,"1","Other","White/Tan"
"Transfer","Female","1",104,"0","1",4,"Sunday",14,"1","Other","Brown Tabby"
"Transfer","Female","1",16,"1","1",10,"Wednesday",11,"1","Labrador Retriever Mix","Brown"
"Adoption","Male","0",52,"1","1",4,"Thursday",19,"1","Other","Other"
"Transfer","Female","0",52,"1","1",5,"Thursday",14,"0","Australian Cattle Dog Mix","White/Brown"
"Transfer","Male","1",416,"0","1",11,"Tuesday",16,"1","Domestic Longhair Mix","Brown Tabby/White"
"Transfer","Female","1",260,"0","1",3,"Sunday",16,"1","Siamese Mix","Other"
"Adoption","Male","1",208,"1","1",5,"Saturday",16,"1","Other","White"
"Return_to_owner","Female","1",416,"1","1",9,"Monday",16,"1","Other","White"
"Transfer","Male","1",104,"1","1",12,"Friday",13,"1","Pit Bull Mix","Black/White"
"Transfer","Male","1",4,"0","1",8,"Saturday",14,"0","Domestic Shorthair Mix","Black"
"Adoption","Male","1",104,"0","1",1,"Sunday",16,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Adoption","Male","1",8,"0","1",8,"Saturday",11,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Transfer","Female","1",4,"0","1",11,"Monday",15,"0","Domestic Shorthair Mix","Calico"
"Adoption","Female","1",40,"1","1",9,"Friday",18,"1","Siberian Husky Mix","Other"
"Adoption","Female","1",104,"1","1",12,"Saturday",18,"1","Chihuahua Shorthair Mix","Tan"
"Transfer","Female","0",4,"0","1",6,"Friday",18,"0","Domestic Shorthair Mix","Black"
"Adoption","Female","1",260,"1","1",6,"Sunday",13,"1","Boxer Mix","Brown Brindle/White"
"Transfer","Female","1",1,"1","1",2,"Friday",15,"0","Yorkshire Terrier Mix","Black/White"
"Transfer","Female","1",24,"1","1",11,"Friday",13,"0","Other","Other"
"Adoption","Male","1",208,"1","0",8,"Thursday",16,"1","Other","White"
"Transfer","Female","1",104,"1","1",1,"Friday",11,"1","Pit Bull Mix","Black/White"
"Transfer","Female","0",4,"1","1",10,"Saturday",15,"0","Chihuahua Shorthair Mix","Other"
"Adoption","Female","1",8,"0","1",6,"Saturday",19,"1","Domestic Shorthair Mix","Tortie"
"Transfer","Male","1",40,"1","0",11,"Friday",15,"1","Other","Brown Brindle/White"
"Adoption","Female","1",312,"1","1",11,"Tuesday",15,"1","Australian Cattle Dog Mix","Other"
"Euthanasia","Female","0",364,"1","1",11,"Wednesday",10,"0","Other","White"
"Transfer","Female","1",156,"1","1",6,"Tuesday",12,"0","Shih Tzu Mix","Other"
"Transfer","Male","1",52,"1","1",10,"Friday",11,"1","Labrador Retriever Mix","Other"
"Return_to_owner","Male","1",156,"1","1",2,"Wednesday",17,"1","Pit Bull Mix","Blue/White"
"Return_to_owner","Male","1",156,"1","1",1,"Friday",17,"1","Other","Brown/White"
"Return_to_owner","Male","1",104,"1","0",8,"Saturday",14,"1","Other","Red"
"Adoption","Female","1",8,"1","1",1,"Wednesday",17,"1","Other","Other"
"Transfer","Female","0",28,"0","1",11,"Wednesday",9,"0","Domestic Shorthair Mix","Torbie"
"Adoption","Male","1",208,"1","1",5,"Saturday",14,"1","Australian Shepherd Mix","Black/Tan"
"Return_to_owner","Female","1",260,"1","1",11,"Monday",10,"0","Pit Bull Mix","Other"
"Adoption","Male","1",20,"1","1",10,"Friday",19,"1","Australian Cattle Dog Mix","Other"
"Transfer","Female","1",260,"1","1",7,"Monday",14,"1","Pit Bull Mix","Chocolate/White"
"Transfer","Unknown","0",0.14,"0","1",6,"Tuesday",17,"0","Domestic Shorthair Mix","Black/White"
"Return_to_owner","Female","1",52,"1","1",2,"Friday",16,"1","Labrador Retriever Mix","Other"
"Adoption","Female","0",12,"0","1",6,"Monday",17,"1","Domestic Shorthair Mix","Calico"
